date,motion
2015-02-16 12:08:52,1
2015-02-16 12:13:53,1
2015-02-16 12:13:53,0
2015-02-16 12:18:54,0
2015-02-16 12:18:55,1
2015-02-16 12:54:18,1
2015-02-16 12:59:18,0
2015-02-16 13:09:24,1
2015-02-16 13:14:24,0
2015-02-16 13:14:57,1
2015-02-16 13:19:58,0
2015-02-16 13:22:12,1
2015-02-16 13:27:13,0
2015-02-16 13:27:13,1
